,open,high,close,low,timestamp,volume
43,1.49162,1.49712,1.49648,1.49149,2009-11-15T00:00:00,17618.0
44,1.4965,1.50144,1.49665,1.48799,2009-11-16T00:00:00,97108.0
45,1.49664,1.49729,1.48799,1.48069,2009-11-17T00:00:00,109973.0
46,1.48802,1.49897,1.49095,1.4879,2009-11-18T00:00:00,108359.0
47,1.49095,1.49345,1.49237,1.48425,2009-11-19T00:00:00,112353.0
48,1.49236,1.49334,1.48605,1.47997,2009-11-20T00:00:00,91051.0
49,1.48542,1.4946,1.49411,1.48294,2009-11-22T00:00:00,18661.0
50,1.49411,1.49982,1.4951,1.49195,2009-11-23T00:00:00,84524.0
51,1.49509,1.4997,1.49947,1.48875,2009-11-24T00:00:00,113509.0
52,1.49945,1.51431,1.51107,1.49795,2009-11-25T00:00:00,117171.0
53,1.51109,1.5118,1.49335,1.49135,2009-11-26T00:00:00,106743.0
54,1.49334,1.49879,1.49663,1.48272,2009-11-27T00:00:00,99996.0
55,1.50114,1.50825,1.50647,1.49623,2009-11-29T00:00:00,24208.0
56,1.50647,1.50777,1.50096,1.4972,2009-11-30T00:00:00,121805.0
57,1.50099,1.51161,1.50907,1.497,2009-12-01T00:00:00,99526.0
58,1.50906,1.51084,1.50861,1.50311,2009-12-02T00:00:00,99844.0
59,1.50861,1.51401,1.50569,1.50359,2009-12-03T00:00:00,100210.0
60,1.50569,1.509,1.48455,1.4821,2009-12-04T00:00:00,94711.0
61,1.48543,1.48972,1.48866,1.48492,2009-12-06T00:00:00,18701.0
62,1.48866,1.49042,1.4843,1.47552,2009-12-07T00:00:00,123983.0
63,1.48428,1.48623,1.4722,1.46675,2009-12-08T00:00:00,142964.0
64,1.4722,1.47808,1.47104,1.46726,2009-12-09T00:00:00,128845.0
65,1.47109,1.4759,1.47247,1.46825,2009-12-10T00:00:00,107618.0
66,1.47244,1.4775,1.46271,1.4585,2009-12-11T00:00:00,84771.0
67,1.46243,1.4676,1.46589,1.45954,2009-12-13T00:00:00,22934.0
68,1.46587,1.46844,1.46532,1.46155,2009-12-14T00:00:00,85930.0
69,1.46531,1.46534,1.45366,1.45025,2009-12-15T00:00:00,104090.0
70,1.45366,1.45896,1.4389,1.4368,2009-12-16T00:00:00,124387.0
71,1.4389,1.44183,1.4393,1.4303,2009-12-17T00:00:00,124128.0
72,1.43933,1.44041,1.43334,1.42603,2009-12-18T00:00:00,83048.0
73,1.43053,1.43576,1.43488,1.43,2009-12-20T00:00:00,12429.0
74,1.4349,1.43721,1.42925,1.42643,2009-12-21T00:00:00,78238.0
75,1.42929,1.43309,1.42469,1.42163,2009-12-22T00:00:00,80864.0
76,1.42469,1.43651,1.43355,1.42331,2009-12-23T00:00:00,71670.0
77,1.4336,1.44168,1.43627,1.43355,2009-12-24T00:00:00,26635.0
78,1.43836,1.43954,1.43759,1.43524,2009-12-27T00:00:00,9649.0
79,1.43764,1.44123,1.4373,1.43533,2009-12-28T00:00:00,37471.0
80,1.43727,1.44571,1.43168,1.43054,2009-12-29T00:00:00,68232.0
81,1.4317,1.43714,1.43707,1.42723,2009-12-30T00:00:00,63844.0
82,1.43707,1.44392,1.43313,1.43053,2009-12-31T00:00:00,41726.0
83,1.43,1.43359,1.4289,1.42564,2010-01-03T00:00:00,20165.0
84,1.42892,1.44546,1.44255,1.42685,2010-01-04T00:00:00,98931.0
85,1.44255,1.44832,1.4354,1.43331,2010-01-05T00:00:00,111703.0
86,1.43539,1.4446,1.43985,1.42815,2010-01-06T00:00:00,110636.0
87,1.43986,1.44025,1.4312,1.42979,2010-01-07T00:00:00,100951.0
88,1.43118,1.44381,1.4414,1.42625,2010-01-08T00:00:00,93489.0
89,1.44264,1.4532,1.44969,1.44069,2010-01-10T00:00:00,15463.0
90,1.44974,1.45552,1.44822,1.44525,2010-01-11T00:00:00,99038.0
91,1.44821,1.45449,1.44885,1.44555,2010-01-12T00:00:00,109666.0
92,1.44882,1.45781,1.4531,1.44616,2010-01-13T00:00:00,116513.0
93,1.45309,1.4555,1.44172,1.44055,2010-01-14T00:00:00,108765.0
94,1.4417,1.4445,1.43787,1.43355,2010-01-15T00:00:00,95504.0
95,1.43508,1.43773,1.43735,1.4334,2010-01-17T00:00:00,15352.0
96,1.43737,1.4413,1.43933,1.43645,2010-01-18T00:00:00,62470.0
97,1.43931,1.4411,1.4211,1.41875,2010-01-19T00:00:00,123219.0
98,1.4211,1.42184,1.40948,1.40647,2010-01-20T00:00:00,132851.0
99,1.40948,1.41422,1.41216,1.40281,2010-01-21T00:00:00,140150.0
100,1.41215,1.41676,1.41583,1.40857,2010-01-22T00:00:00,85755.0
101,1.41545,1.41726,1.41662,1.41329,2010-01-24T00:00:00,16498.0
102,1.41662,1.41931,1.40907,1.40877,2010-01-25T00:00:00,107000.0
103,1.40909,1.41101,1.40753,1.40413,2010-01-26T00:00:00,126557.0
104,1.40751,1.40861,1.40122,1.39354,2010-01-27T00:00:00,143620.0
105,1.40122,1.40514,1.39298,1.39115,2010-01-28T00:00:00,124096.0
106,1.39298,1.39861,1.38635,1.38615,2010-01-29T00:00:00,103561.0
107,1.38607,1.38865,1.38802,1.38515,2010-01-31T00:00:00,19204.0
108,1.38802,1.39375,1.39145,1.3872,2010-02-01T00:00:00,105886.0
109,1.39142,1.3975,1.39537,1.39016,2010-02-02T00:00:00,101110.0
110,1.39537,1.4025,1.38878,1.38655,2010-02-03T00:00:00,112984.0
111,1.38875,1.38952,1.37102,1.3668,2010-02-04T00:00:00,132830.0
112,1.37102,1.37413,1.36625,1.35845,2010-02-05T00:00:00,131253.0
113,1.3656,1.36664,1.36451,1.36203,2010-02-07T00:00:00,19994.0
114,1.36451,1.37123,1.36915,1.36205,2010-02-08T00:00:00,117115.0
115,1.36915,1.38381,1.3753,1.3688,2010-02-09T00:00:00,142990.0
116,1.37535,1.38115,1.37908,1.36755,2010-02-10T00:00:00,132164.0
117,1.3791,1.38,1.36685,1.35945,2010-02-11T00:00:00,134473.0
118,1.3669,1.36862,1.36165,1.35309,2010-02-12T00:00:00,109705.0
119,1.36233,1.363,1.36081,1.36038,2010-02-14T00:00:00,9792.0
120,1.36081,1.36476,1.36402,1.35778,2010-02-15T00:00:00,60274.0
121,1.36375,1.3781,1.37777,1.36327,2010-02-16T00:00:00,90144.0
122,1.37776,1.37875,1.35683,1.3557,2010-02-17T00:00:00,112975.0
123,1.35682,1.36534,1.34819,1.34439,2010-02-18T00:00:00,137570.0
124,1.3482,1.36064,1.3594,1.34549,2010-02-19T00:00:00,99787.0
125,1.36344,1.36525,1.36379,1.36004,2010-02-21T00:00:00,17603.0
126,1.36376,1.36399,1.36251,1.35725,2010-02-22T00:00:00,96547.0
127,1.3625,1.36913,1.3539,1.34956,2010-02-23T00:00:00,126036.0
128,1.3539,1.36246,1.34706,1.34504,2010-02-24T00:00:00,101479.0
129,1.34709,1.36025,1.3584,1.34563,2010-02-25T00:00:00,131645.0
130,1.35849,1.36822,1.36145,1.35493,2010-02-26T00:00:00,104843.0
131,1.36226,1.36495,1.36037,1.359,2010-02-28T00:00:00,24061.0
132,1.36035,1.36531,1.35326,1.34595,2010-03-01T00:00:00,125914.0
133,1.35329,1.36529,1.3636,1.34339,2010-03-02T00:00:00,131403.0
134,1.36358,1.37351,1.36808,1.35916,2010-03-03T00:00:00,126803.0
135,1.36807,1.36932,1.359,1.355,2010-03-04T00:00:00,118686.0
136,1.359,1.3629,1.36194,1.35294,2010-03-05T00:00:00,74674.0
137,1.36301,1.36905,1.36772,1.36245,2010-03-07T00:00:00,17734.0
138,1.36775,1.37034,1.36185,1.36045,2010-03-08T00:00:00,88368.0
139,1.36183,1.3627,1.35986,1.35365,2010-03-09T00:00:00,111827.0
140,1.35988,1.36784,1.36401,1.35434,2010-03-10T00:00:00,105164.0
141,1.36401,1.36953,1.3691,1.362,2010-03-11T00:00:00,91747.0
142,1.36914,1.37951,1.37605,1.36855,2010-03-12T00:00:00,86743.0
143,1.37758,1.37762,1.3732,1.37253,2010-03-14T00:00:00,11392.0
144,1.37321,1.37604,1.36813,1.36384,2010-03-15T00:00:00,81055.0
145,1.36895,1.3785,1.37797,1.36555,2010-03-16T00:00:00,84250.0
146,1.37797,1.38172,1.37165,1.37105,2010-03-17T00:00:00,96350.0
147,1.37165,1.37276,1.36248,1.35855,2010-03-18T00:00:00,98429.0
148,1.3625,1.36256,1.35345,1.3502,2010-03-19T00:00:00,85517.0
149,1.35351,1.35362,1.35129,1.35054,2010-03-21T00:00:00,10760.0
150,1.3513,1.35682,1.35576,1.3463,2010-03-22T00:00:00,94678.0
151,1.35577,1.35624,1.3454,1.3445,2010-03-23T00:00:00,109414.0
152,1.34542,1.34642,1.33337,1.33042,2010-03-24T00:00:00,124506.0
153,1.33337,1.33864,1.33323,1.32666,2010-03-25T00:00:00,125475.0
154,1.33325,1.3424,1.34214,1.3324,2010-03-26T00:00:00,94519.0
155,1.34691,1.34916,1.34402,1.3418,2010-03-28T00:00:00,13984.0
156,1.34405,1.3506,1.34876,1.34225,2010-03-29T00:00:00,86301.0
157,1.34876,1.35361,1.33961,1.33923,2010-03-30T00:00:00,93480.0
158,1.3396,1.35604,1.35067,1.33834,2010-03-31T00:00:00,101255.0
159,1.35067,1.35899,1.35667,1.34592,2010-04-01T00:00:00,85038.0
160,1.35667,1.35806,1.34889,1.34742,2010-04-02T00:00:00,32639.0
161,1.34948,1.3537,1.35213,1.34803,2010-04-04T00:00:00,7774.0
162,1.3521,1.35272,1.3427,1.34205,2010-04-05T00:00:00,50713.0
163,1.34266,1.34374,1.3389,1.33544,2010-04-06T00:00:00,96332.0
164,1.33887,1.34014,1.33291,1.33125,2010-04-07T00:00:00,97804.0
165,1.3329,1.33825,1.33613,1.32813,2010-04-08T00:00:00,101820.0
166,1.33612,1.3496,1.3495,1.33406,2010-04-09T00:00:00,92678.0
167,1.36567,1.3676,1.36542,1.36081,2010-04-11T00:00:00,28756.0
168,1.36548,1.36909,1.35727,1.35648,2010-04-12T00:00:00,111763.0
169,1.35726,1.36643,1.36602,1.35444,2010-04-13T00:00:00,109077.0
170,1.36601,1.36775,1.36492,1.3594,2010-04-14T00:00:00,109499.0
171,1.36492,1.36494,1.35415,1.35203,2010-04-15T00:00:00,107764.0
172,1.35413,1.35619,1.35071,1.34714,2010-04-16T00:00:00,95662.0
173,1.34648,1.34962,1.34622,1.34445,2010-04-18T00:00:00,17632.0
174,1.34622,1.35001,1.34771,1.34152,2010-04-19T00:00:00,92025.0
175,1.34774,1.35216,1.34175,1.34045,2010-04-20T00:00:00,84532.0
176,1.34171,1.34462,1.33874,1.33573,2010-04-21T00:00:00,99900.0
177,1.33874,1.34204,1.3224,1.3201,2010-04-22T00:00:00,120015.0
178,1.32238,1.33986,1.33722,1.3218,2010-04-23T00:00:00,105180.0
179,1.33457,1.33964,1.33689,1.33326,2010-04-25T00:00:00,16046.0
180,1.33692,1.34149,1.33798,1.32904,2010-04-26T00:00:00,106087.0
181,1.33798,1.33854,1.32148,1.31428,2010-04-27T00:00:00,143427.0
182,1.32149,1.32651,1.32132,1.31134,2010-04-28T00:00:00,171758.0
183,1.32132,1.32781,1.3252,1.3192,2010-04-29T00:00:00,136526.0
184,1.32522,1.33413,1.33151,1.3235,2010-04-30T00:00:00,101584.0
185,1.33525,1.33593,1.32146,1.3208,2010-05-02T00:00:00,14868.0
186,1.32149,1.32524,1.32013,1.31541,2010-05-03T00:00:00,81318.0
187,1.32014,1.32083,1.29573,1.29363,2010-05-04T00:00:00,161857.0
188,1.29573,1.29953,1.28442,1.27877,2010-05-05T00:00:00,177023.0
189,1.28442,1.28442,1.27054,1.25125,2010-05-06T00:00:00,268866.0
190,1.27056,1.27973,1.27291,1.26072,2010-05-07T00:00:00,223381.0
191,1.29164,1.29674,1.29446,1.28061,2010-05-09T00:00:00,54642.0
192,1.29448,1.30933,1.27463,1.2722,2010-05-10T00:00:00,221239.0
193,1.27463,1.27582,1.26338,1.26142,2010-05-11T00:00:00,197535.0
194,1.26338,1.2738,1.2647,1.26044,2010-05-12T00:00:00,172487.0
195,1.26466,1.26836,1.25353,1.25148,2010-05-13T00:00:00,154349.0
196,1.25354,1.25748,1.23806,1.23575,2010-05-14T00:00:00,174378.0
197,1.23399,1.2372,1.2266,1.2233,2010-05-16T00:00:00,40348.0
198,1.2266,1.24132,1.23339,1.22537,2010-05-17T00:00:00,208728.0
199,1.2334,1.24431,1.21908,1.2143,2010-05-18T00:00:00,241813.0
200,1.2191,1.24299,1.23619,1.21445,2010-05-19T00:00:00,209526.0
201,1.23617,1.25968,1.25936,1.22951,2010-05-20T00:00:00,231090.0
202,1.25935,1.26711,1.25689,1.24699,2010-05-21T00:00:00,151458.0
203,1.25348,1.2562,1.25004,1.248,2010-05-23T00:00:00,26009.0
204,1.25004,1.25243,1.22914,1.22825,2010-05-24T00:00:00,167736.0
205,1.22918,1.23868,1.22949,1.21764,2010-05-25T00:00:00,217465.0
206,1.22949,1.23442,1.22238,1.21524,2010-05-26T00:00:00,186662.0
207,1.22233,1.23939,1.22985,1.22024,2010-05-27T00:00:00,214632.0
208,1.22984,1.24524,1.22669,1.22666,2010-05-28T00:00:00,145734.0
209,1.22664,1.23296,1.23181,1.2257,2010-05-30T00:00:00,20109.0
210,1.23181,1.23333,1.22547,1.22443,2010-05-31T00:00:00,84327.0
211,1.22547,1.23529,1.22114,1.211,2010-06-01T00:00:00,203323.0
212,1.22115,1.23062,1.22909,1.21744,2010-06-02T00:00:00,183208.0
213,1.22911,1.23256,1.21775,1.21514,2010-06-03T00:00:00,148414.0
214,1.21771,1.22145,1.19663,1.19542,2010-06-04T00:00:00,155519.0
215,1.19066,1.19101,1.18951,1.18905,2010-06-06T00:00:00,4763.0
216,1.18953,1.19906,1.19682,1.18905,2010-06-07T00:00:00,167789.0
217,1.1968,1.20083,1.19481,1.19005,2010-06-08T00:00:00,164877.0
218,1.1948,1.20722,1.20326,1.19228,2010-06-09T00:00:00,164317.0
219,1.20324,1.21475,1.21003,1.20075,2010-06-10T00:00:00,183960.0
220,1.21003,1.21515,1.20958,1.20436,2010-06-11T00:00:00,133457.0
221,1.21241,1.22068,1.21809,1.21149,2010-06-13T00:00:00,26155.0
222,1.21809,1.22973,1.22186,1.21624,2010-06-14T00:00:00,135204.0
223,1.22186,1.23484,1.23171,1.21671,2010-06-15T00:00:00,154039.0
224,1.23171,1.23524,1.22718,1.22535,2010-06-16T00:00:00,140570.0
225,1.22716,1.24115,1.24036,1.22409,2010-06-17T00:00:00,143892.0
226,1.24037,1.24156,1.23759,1.23525,2010-06-18T00:00:00,200724.0
227,1.24482,1.24663,1.24133,1.23669,2010-06-20T00:00:00,27926.0
228,1.24135,1.24661,1.23031,1.22832,2010-06-21T00:00:00,138067.0
229,1.23031,1.23266,1.22626,1.22435,2010-06-22T00:00:00,153303.0
230,1.22626,1.23506,1.23455,1.22081,2010-06-23T00:00:00,152167.0
231,1.23456,1.23875,1.23202,1.22605,2010-06-24T00:00:00,143645.0
232,1.23205,1.23942,1.23908,1.2253,2010-06-25T00:00:00,123662.0
233,1.23717,1.23963,1.23817,1.23672,2010-06-27T00:00:00,16341.0
234,1.23821,1.23852,1.22642,1.22564,2010-06-28T00:00:00,127369.0
235,1.22642,1.22707,1.22117,1.21505,2010-06-29T00:00:00,157675.0
236,1.22117,1.23035,1.22031,1.21924,2010-06-30T00:00:00,167994.0
237,1.2203,1.25392,1.25132,1.21952,2010-07-01T00:00:00,188225.0
238,1.25132,1.26105,1.25485,1.2481,2010-07-02T00:00:00,125405.0
239,1.25609,1.2563,1.25381,1.25203,2010-07-04T00:00:00,19335.0
240,1.2538,1.25574,1.25339,1.24791,2010-07-05T00:00:00,85500.0
241,1.25342,1.26614,1.25903,1.25174,2010-07-06T00:00:00,151407.0
242,1.25903,1.26866,1.26522,1.25523,2010-07-07T00:00:00,148888.0
243,1.26524,1.27111,1.26852,1.26336,2010-07-08T00:00:00,125940.0
244,1.26856,1.27215,1.26406,1.26078,2010-07-09T00:00:00,91565.0
245,1.26317,1.26458,1.25971,1.25863,2010-07-11T00:00:00,17200.0
246,1.2597,1.26126,1.25898,1.25501,2010-07-12T00:00:00,107496.0
247,1.25898,1.27376,1.27169,1.25215,2010-07-13T00:00:00,156340.0
248,1.27167,1.27771,1.27518,1.26818,2010-07-14T00:00:00,157739.0
249,1.27518,1.29537,1.29124,1.2716,2010-07-15T00:00:00,172041.0
250,1.29126,1.30062,1.29272,1.28886,2010-07-16T00:00:00,133156.0
251,1.29031,1.292,1.29016,1.28814,2010-07-18T00:00:00,20779.0
252,1.29016,1.2991,1.29614,1.28695,2010-07-19T00:00:00,138528.0
253,1.29617,1.30274,1.28811,1.28381,2010-07-20T00:00:00,167867.0
254,1.2881,1.29121,1.27709,1.27315,2010-07-21T00:00:00,198109.0
255,1.2771,1.2932,1.28859,1.27402,2010-07-22T00:00:00,174334.0
256,1.2886,1.29645,1.2912,1.27923,2010-07-23T00:00:00,161116.0
257,1.28884,1.29353,1.2929,1.28884,2010-07-25T00:00:00,4014.0
258,1.2929,1.30164,1.3008,1.28881,2010-07-26T00:00:00,160585.0
259,1.30079,1.30451,1.29941,1.29509,2010-07-27T00:00:00,175319.0
260,1.29941,1.30411,1.30101,1.29683,2010-07-28T00:00:00,159220.0
261,1.30101,1.31062,1.30563,1.30035,2010-07-29T00:00:00,155428.0
262,1.30561,1.30925,1.30355,1.29795,2010-07-30T00:00:00,139510.0
263,1.30608,1.30866,1.30815,1.30522,2010-08-01T00:00:00,16253.0
264,1.30816,1.31944,1.31683,1.30546,2010-08-02T00:00:00,143521.0
265,1.31682,1.32611,1.32151,1.3146,2010-08-03T00:00:00,148284.0
266,1.32151,1.32321,1.31463,1.31302,2010-08-04T00:00:00,137782.0
267,1.31464,1.32345,1.31866,1.31181,2010-08-05T00:00:00,134549.0
268,1.31871,1.33334,1.32899,1.31565,2010-08-06T00:00:00,110717.0
269,1.32902,1.32944,1.32799,1.32754,2010-08-08T00:00:00,11166.0
270,1.32799,1.33068,1.31476,1.31345,2010-08-09T00:00:00,116761.0
271,1.31479,1.32269,1.3122,1.30731,2010-08-10T00:00:00,151225.0
272,1.3122,1.31221,1.28823,1.28286,2010-08-11T00:00:00,203113.0
273,1.28822,1.29314,1.28616,1.2779,2010-08-12T00:00:00,173014.0
274,1.28616,1.29052,1.27506,1.27503,2010-08-13T00:00:00,131535.0
275,1.27553,1.27925,1.27774,1.27324,2010-08-15T00:00:00,22072.0
276,1.27774,1.28701,1.28365,1.27696,2010-08-16T00:00:00,154766.0
277,1.28365,1.29151,1.2839,1.28243,2010-08-17T00:00:00,152906.0
278,1.28389,1.29212,1.28083,1.2781,2010-08-18T00:00:00,174263.0
279,1.28081,1.29014,1.28106,1.27708,2010-08-19T00:00:00,169699.0
280,1.28106,1.28321,1.27057,1.26626,2010-08-20T00:00:00,137624.0
281,1.27029,1.27231,1.27139,1.26888,2010-08-22T00:00:00,18757.0
282,1.27142,1.27285,1.26344,1.26194,2010-08-23T00:00:00,139101.0
283,1.26342,1.27181,1.26551,1.25861,2010-08-24T00:00:00,176421.0
284,1.26552,1.27256,1.27161,1.26074,2010-08-25T00:00:00,187329.0
285,1.27169,1.27635,1.27124,1.26651,2010-08-26T00:00:00,159641.0
286,1.27122,1.27784,1.27315,1.26751,2010-08-27T00:00:00,129119.0
287,1.27585,1.27661,1.27368,1.27331,2010-08-29T00:00:00,15739.0
288,1.27369,1.27464,1.265,1.26319,2010-08-30T00:00:00,100970.0
289,1.26501,1.27421,1.27024,1.26245,2010-08-31T00:00:00,146593.0
290,1.27023,1.28546,1.27871,1.26945,2010-09-01T00:00:00,145320.0
291,1.27872,1.28473,1.28174,1.27756,2010-09-02T00:00:00,128022.0
292,1.28173,1.28962,1.2894,1.28077,2010-09-03T00:00:00,102410.0
293,1.28883,1.28991,1.28931,1.28704,2010-09-05T00:00:00,16599.0
294,1.28934,1.29181,1.28064,1.2788,2010-09-06T00:00:00,110367.0
295,1.28064,1.28135,1.26901,1.2675,2010-09-07T00:00:00,172052.0
296,1.26901,1.27622,1.27107,1.26579,2010-09-08T00:00:00,180088.0
297,1.27107,1.27651,1.26634,1.26427,2010-09-09T00:00:00,167214.0
298,1.26635,1.27461,1.27076,1.2663,2010-09-10T00:00:00,121066.0
299,1.27133,1.27974,1.27869,1.27019,2010-09-12T00:00:00,30815.0
300,1.27869,1.28914,1.28728,1.27833,2010-09-13T00:00:00,169679.0
301,1.2873,1.30326,1.2965,1.28282,2010-09-14T00:00:00,213822.0
302,1.29653,1.30361,1.29862,1.29584,2010-09-15T00:00:00,193189.0
303,1.29864,1.31159,1.31026,1.29778,2010-09-16T00:00:00,184641.0
304,1.31028,1.31585,1.30363,1.30181,2010-09-17T00:00:00,166273.0
305,1.30588,1.30829,1.30727,1.30334,2010-09-19T00:00:00,19731.0
306,1.30727,1.31205,1.30936,1.30281,2010-09-20T00:00:00,172920.0
307,1.30939,1.33126,1.32942,1.30631,2010-09-21T00:00:00,206192.0
308,1.32947,1.34393,1.33943,1.32665,2010-09-22T00:00:00,224587.0
309,1.33943,1.34126,1.33434,1.32852,2010-09-23T00:00:00,224693.0
310,1.33434,1.34931,1.34905,1.33041,2010-09-24T00:00:00,180850.0
311,1.34831,1.34862,1.3462,1.34568,2010-09-26T00:00:00,1484.0
312,1.3462,1.35058,1.34595,1.34245,2010-09-27T00:00:00,196054.0
313,1.34594,1.35942,1.35853,1.33797,2010-09-28T00:00:00,256475.0
314,1.35854,1.36454,1.35942,1.35726,2010-09-29T00:00:00,251922.0
315,1.35942,1.36825,1.36583,1.35584,2010-09-30T00:00:00,283471.0
316,1.36583,1.37819,1.37765,1.36282,2010-10-01T00:00:00,202543.0
317,1.37991,1.38049,1.37595,1.37454,2010-10-03T00:00:00,26517.0
318,1.37594,1.37839,1.36501,1.36363,2010-10-04T00:00:00,233023.0
319,1.36501,1.3858,1.38456,1.36432,2010-10-05T00:00:00,269813.0
320,1.38459,1.39471,1.39174,1.37972,2010-10-06T00:00:00,264728.0
321,1.39175,1.40282,1.39554,1.3856,2010-10-07T00:00:00,272023.0
322,1.39553,1.3983,1.39249,1.38321,2010-10-08T00:00:00,232600.0
323,1.39927,1.40112,1.39642,1.3958,2010-10-10T00:00:00,28950.0
324,1.39642,1.39851,1.38796,1.38436,2010-10-11T00:00:00,187882.0
325,1.38796,1.39774,1.39656,1.37742,2010-10-12T00:00:00,295610.0
326,1.39656,1.40931,1.40691,1.39117,2010-10-13T00:00:00,270653.0
327,1.40692,1.41214,1.40364,1.40073,2010-10-14T00:00:00,269492.0
328,1.40366,1.41576,1.39713,1.39359,2010-10-15T00:00:00,213849.0
329,1.39888,1.39889,1.38806,1.38613,2010-10-17T00:00:00,41282.0
330,1.38808,1.40039,1.39205,1.383,2010-10-18T00:00:00,269976.0
331,1.39204,1.39574,1.37711,1.36963,2010-10-19T00:00:00,335473.0
332,1.37711,1.39902,1.39179,1.37531,2010-10-20T00:00:00,259367.0
333,1.39178,1.40493,1.39275,1.38881,2010-10-21T00:00:00,230615.0
334,1.39275,1.39715,1.39273,1.38566,2010-10-22T00:00:00,157352.0
335,1.39702,1.40347,1.40275,1.39323,2010-10-24T00:00:00,23714.0
336,1.40278,1.40791,1.39612,1.39067,2010-10-25T00:00:00,230365.0
337,1.39612,1.39811,1.38117,1.38071,2010-10-26T00:00:00,257980.0
338,1.38119,1.38525,1.38233,1.37328,2010-10-27T00:00:00,206137.0
339,1.38235,1.39504,1.39016,1.37962,2010-10-28T00:00:00,178350.0
340,1.39018,1.39312,1.39164,1.3806,2010-10-29T00:00:00,157852.0
341,1.396,1.3996,1.39804,1.38942,2010-10-31T00:00:00,25400.0
342,1.39804,1.40104,1.39158,1.38629,2010-11-01T00:00:00,169185.0
343,1.39161,1.40571,1.40191,1.39082,2010-11-02T00:00:00,169474.0
344,1.40191,1.41883,1.41356,1.39902,2010-11-03T00:00:00,222943.0
345,1.41356,1.42811,1.41953,1.41113,2010-11-04T00:00:00,196763.0
346,1.41953,1.42295,1.40319,1.40228,2010-11-05T00:00:00,172534.0
347,1.40534,1.40846,1.39526,1.39179,2010-11-07T00:00:00,33948.0
348,1.39526,1.39764,1.3869,1.38459,2010-11-08T00:00:00,190560.0
